time	species	transcript
57	protein3	3.42
58	protein1	8.7
58	protein2	5.800000000000001
58	protein3	3.48
59	protein1	8.85
59	protein2	5.9
59	protein3	3.54
60	protein1	9.0
60	protein2	6.0
60	protein3	3.5999999999999996
61	protein1	9.15
61	protein2	6.1000000000000005
61	protein3	3.6599999999999997
62	protein1	9.299999999999999
62	protein2	6.2
62	protein3	3.7199999999999998
63	protein1	9.45
63	protein2	6.300000000000001
63	protein3	3.78
64	protein1	9.6
64	protein2	6.4
64	protein3	3.84
65	protein1	9.75
65	protein2	6.5
65	protein3	3.9
66	protein1	9.9
66	protein2	6.6000000000000005
66	protein3	3.96
67	protein1	10.049999999999999
67	protein2	6.7
67	protein3	4.02
68	protein1	10.2
68	protein2	6.800000000000001
68	protein3	4.08
69	protein1	10.35
69	protein2	6.9
69	protein3	4.14
70	protein1	10.5
70	protein2	7.0
70	protein3	4.2
71	protein1	10.65
71	protein2	7.1000000000000005
71	protein3	4.26
72	protein1	10.799999999999999
72	protein2	7.2
72	protein3	4.32
73	protein1	10.95
73	protein2	7.300000000000001
73	protein3	4.38
74	protein1	11.1
74	protein2	7.4
74	protein3	4.4399999999999995
75	protein1	11.25
75	protein2	7.5
75	protein3	4.5
76	protein1	11.4
76	protein2	7.6000000000000005
76	protein3	4.56
77	protein1	11.549999999999999
77	protein2	7.7
77	protein3	4.62
78	protein1	11.7
78	protein2	7.800000000000001
78	protein3	4.68
79	protein1	11.85
79	protein2	7.9
79	protein3	4.74
80	protein1	12.0
80	protein2	8.0
80	protein3	4.8
81	protein1	12.15
81	protein2	8.1
81	protein3	4.859999999999999
82	protein1	12.299999999999999
82	protein2	8.200000000000001
82	protein3	4.92
83	protein1	12.45
83	protein2	8.3
83	protein3	4.9799999999999995
84	protein1	12.6
84	protein2	8.4
84	protein3	5.04
85	protein1	12.75
85	protein2	8.5
85	protein3	5.1
86	protein1	12.9
86	protein2	8.6
86	protein3	5.16
87	protein1	13.049999999999999
87	protein2	8.700000000000001
87	protein3	5.22
88	protein1	13.2
88	protein2	8.8
88	protein3	5.279999999999999
89	protein1	13.35
89	protein2	8.9
89	protein3	5.34
90	protein1	13.5
90	protein2	9.0
90	protein3	5.3999999999999995
91	protein1	13.65
91	protein2	9.1
91	protein3	5.46
92	protein1	13.799999999999999
92	protein2	9.200000000000001
92	protein3	5.52
93	protein1	13.95
93	protein2	9.3
93	protein3	5.58
94	protein1	14.1
94	protein2	9.4
94	protein3	5.64
95	protein1	14.25
95	protein2	9.5
95	protein3	5.7
96	protein1	14.399999999999999
96	protein2	9.600000000000001
96	protein3	5.76
97	protein1	14.549999999999999
97	protein2	9.700000000000001
97	protein3	5.819999999999999
98	protein1	14.7
98	protein2	9.8
98	protein3	5.88
99	protein1	14.85
99	protein2	9.9
99	protein3	5.9399999999999995
100	protein1	15.0
100	protein2	10.0
100	protein3	6.0
101	protein1	15.149999999999999
101	protein2	10.100000000000001
101	protein3	6.06
102	protein1	15.299999999999999
102	protein2	10.200000000000001
102	protein3	6.12
103	protein1	15.45
103	protein2	10.3
103	protein3	6.18
104	protein1	15.6
104	protein2	10.4
104	protein3	6.24
105	protein1	15.75
105	protein2	10.5
105	protein3	6.3
106	protein1	15.899999999999999
106	protein2	10.600000000000001
106	protein3	6.359999999999999
107	protein1	16.05
107	protein2	10.700000000000001
107	protein3	6.42
108	protein1	16.2
108	protein2	10.8
108	protein3	6.4799999999999995
109	protein1	16.349999999999998
109	protein2	10.9
109	protein3	6.54
110	protein1	16.5
110	protein2	11.0
110	protein3	6.6
111	protein1	16.65
111	protein2	11.100000000000001
111	protein3	6.66
112	protein1	16.8
112	protein2	11.200000000000001
112	protein3	6.72
113	protein1	16.95
113	protein2	11.3
113	protein3	6.779999999999999
114	protein1	17.099999999999998
114	protein2	11.4
114	protein3	6.84
115	protein1	17.25
115	protein2	11.5
115	protein3	6.8999999999999995
116	protein1	17.4
116	protein2	11.600000000000001
116	protein3	6.96
117	protein1	17.55
117	protein2	11.700000000000001
117	protein3	7.02
118	protein1	17.7
118	protein2	11.8
118	protein3	7.08
119	protein1	17.849999999999998
119	protein2	11.9
119	protein3	7.14
120	protein1	18.0
120	protein2	12.0
120	protein3	7.199999999999999
121	protein1	18.15
121	protein2	12.100000000000001
121	protein3	7.26
122	protein1	18.3
122	protein2	12.200000000000001
122	protein3	7.319999999999999
123	protein1	18.45
123	protein2	12.3
123	protein3	7.38
124	protein1	18.599999999999998
124	protein2	12.4
124	protein3	7.4399999999999995
125	protein1	18.75
125	protein2	12.5
125	protein3	7.5
126	protein1	18.9
126	protein2	12.600000000000001
126	protein3	7.56
127	protein1	19.05
127	protein2	12.700000000000001
127	protein3	7.62
128	protein1	19.2
128	protein2	12.8
128	protein3	7.68
129	protein1	19.349999999999998
129	protein2	12.9
129	protein3	7.739999999999999
130	protein1	19.5
130	protein2	13.0
130	protein3	7.8
131	protein1	19.65
131	protein2	13.100000000000001
131	protein3	7.859999999999999
132	protein1	19.8
132	protein2	13.200000000000001
132	protein3	7.92
133	protein1	19.95
133	protein2	13.3
133	protein3	7.9799999999999995
134	protein1	20.099999999999998
134	protein2	13.4
134	protein3	8.04
135	protein1	20.25
135	protein2	13.5
135	protein3	8.1
136	protein1	20.4
136	protein2	13.600000000000001
136	protein3	8.16
137	protein1	20.55
137	protein2	13.700000000000001
137	protein3	8.219999999999999
138	protein1	20.7
138	protein2	13.8
138	protein3	8.28
139	protein1	20.849999999999998
139	protein2	13.9
139	protein3	8.34
140	protein1	21.0
140	protein2	14.0
140	protein3	8.4
141	protein1	21.15
141	protein2	14.100000000000001
141	protein3	8.459999999999999
142	protein1	21.3
142	protein2	14.200000000000001
142	protein3	8.52
143	protein1	21.45
143	protein2	14.3
143	protein3	8.58
144	protein1	21.599999999999998
144	protein2	14.4
144	protein3	8.64
145	protein1	21.75
145	protein2	14.5
145	protein3	8.7
146	protein1	21.9
146	protein2	14.600000000000001
146	protein3	8.76
147	protein1	22.05
147	protein2	14.700000000000001
147	protein3	8.82
148	protein1	22.2
148	protein2	14.8
148	protein3	8.879999999999999
149	protein1	22.349999999999998
149	protein2	14.9
149	protein3	8.94
150	protein1	22.5
150	protein2	15.0
150	protein3	9.0
151	protein1	22.65
151	protein2	15.100000000000001
151	protein3	9.06
152	protein1	22.8
152	protein2	15.200000000000001
152	protein3	9.12
153	protein1	22.95
153	protein2	15.3
153	protein3	9.18
154	protein1	23.099999999999998
154	protein2	15.4
154	protein3	9.24
155	protein1	23.25
155	protein2	15.5
155	protein3	9.299999999999999
156	protein1	23.4
156	protein2	15.600000000000001
156	protein3	9.36
157	protein1	23.55
157	protein2	15.700000000000001
157	protein3	9.42
158	protein1	23.7
158	protein2	15.8
158	protein3	9.48
159	protein1	23.849999999999998
159	protein2	15.9
159	protein3	9.54
160	protein1	24.0
160	protein2	16.0
160	protein3	9.6
161	protein1	24.15
161	protein2	16.1
161	protein3	9.66
162	protein1	24.3
162	protein2	16.2
162	protein3	9.719999999999999
163	protein1	24.45
163	protein2	16.3
163	protein3	9.78
164	protein1	24.599999999999998
164	protein2	16.400000000000002
164	protein3	9.84
165	protein1	24.75
165	protein2	16.5
165	protein3	9.9
166	protein1	24.9
166	protein2	16.6
166	protein3	9.959999999999999
167	protein1	25.05
167	protein2	16.7
167	protein3	10.02
168	protein1	25.2
168	protein2	16.8
168	protein3	10.08
169	protein1	25.349999999999998
169	protein2	16.900000000000002
169	protein3	10.139999999999999
170	protein1	25.5
170	protein2	17.0
170	protein3	10.2
171	protein1	25.65
171	protein2	17.1
171	protein3	10.26
172	protein1	25.8
172	protein2	17.2
172	protein3	10.32
173	protein1	25.95
173	protein2	17.3
173	protein3	10.379999999999999
174	protein1	26.099999999999998
174	protein2	17.400000000000002
174	protein3	10.44
175	protein1	26.25
175	protein2	17.5
175	protein3	10.5
176	protein1	26.4
176	protein2	17.5
176	protein3	10.5
177	protein1	26.55
177	protein2	17.5
177	protein3	10.5
178	protein1	26.7
178	protein2	17.5
178	protein3	10.5
179	protein1	26.849999999999998
179	protein2	17.5
179	protein3	10.5
180	protein1	27.0
180	protein2	17.5
180	protein3	10.5
181	protein1	27.15
181	protein2	17.5
181	protein3	10.5
182	protein1	27.3
182	protein2	17.5
182	protein3	10.5
183	protein1	27.45
183	protein2	17.5
183	protein3	10.5
184	protein1	27.599999999999998
184	protein2	17.5
184	protein3	10.5
185	protein1	27.75
185	protein2	17.5
185	protein3	10.5
186	protein1	27.9
186	protein2	17.5
186	protein3	10.5
187	protein1	28.05
187	protein2	17.5
187	protein3	10.5
188	protein1	28.2
188	protein2	17.5
188	protein3	10.5
189	protein1	28.349999999999998
189	protein2	17.5
189	protein3	10.5
190	protein1	28.5
190	protein2	17.5
190	protein3	10.5
191	protein1	28.65
191	protein2	17.5
191	protein3	10.5
192	protein1	28.799999999999997
192	protein2	17.5
192	protein3	10.5
193	protein1	28.95
193	protein2	17.5
193	protein3	10.5
194	protein1	29.099999999999998
194	protein2	17.5
194	protein3	10.5
195	protein1	29.25
195	protein2	17.5
195	protein3	10.5
196	protein1	29.4
196	protein2	17.5
196	protein3	10.5
197	protein1	29.549999999999997
197	protein2	17.5
197	protein3	10.5
198	protein1	29.7
198	protein2	17.5
198	protein3	10.5
199	protein1	29.849999999999998
199	protein2	17.5
199	protein3	10.5
200	protein1	30.0
200	protein2	17.5
200	protein3	10.5
201	protein1	30.15
201	protein2	17.5
201	protein3	10.5
202	protein1	30.299999999999997
202	protein2	17.5
202	protein3	10.5
203	protein1	30.45
203	protein2	17.5
203	protein3	10.5
204	protein1	30.599999999999998
204	protein2	17.5
204	protein3	10.5
205	protein1	30.75
205	protein2	17.5
205	protein3	10.5
206	protein1	30.9
206	protein2	17.5
206	protein3	10.5
207	protein1	31.049999999999997
207	protein2	17.5
207	protein3	10.5
208	protein1	31.2
208	protein2	17.5
208	protein3	10.5
209	protein1	31.349999999999998
209	protein2	17.5
209	protein3	10.5
210	protein1	31.5
210	protein2	17.5
210	protein3	10.5
211	protein1	31.65
211	protein2	17.5
211	protein3	10.5
212	protein1	31.799999999999997
212	protein2	17.5
212	protein3	10.5
213	protein1	31.95
213	protein2	17.5
213	protein3	10.5
214	protein1	32.1
214	protein2	17.5
214	protein3	10.5
215	protein1	32.25
215	protein2	17.5
215	protein3	10.5
216	protein1	32.4
216	protein2	17.5
216	protein3	10.5
217	protein1	32.55
217	protein2	17.5
217	protein3	10.5
218	protein1	32.699999999999996
218	protein2	17.5
218	protein3	10.5
219	protein1	32.85
219	protein2	17.5
219	protein3	10.5
220	protein1	33.0
220	protein2	17.5
220	protein3	10.5
221	protein1	33.15
221	protein2	17.5
221	protein3	10.5
222	protein1	33.3
222	protein2	17.5
222	protein3	10.5
223	protein1	33.449999999999996
223	protein2	17.5
223	protein3	10.5
224	protein1	33.6
224	protein2	17.5
224	protein3	10.5
225	protein1	33.75
225	protein2	17.5
225	protein3	10.5
226	protein1	33.9
226	protein2	17.5
226	protein3	10.5
227	protein1	34.05
227	protein2	17.5
227	protein3	10.5
228	protein1	34.199999999999996
228	protein2	17.5
228	protein3	10.5
229	protein1	34.35
229	protein2	17.5
229	protein3	10.5
230	protein1	34.5
230	protein2	17.5
230	protein3	10.5
231	protein1	34.65
231	protein2	17.5
231	protein3	10.5
232	protein1	34.8
232	protein2	17.5
232	protein3	10.5
233	protein1	34.949999999999996
233	protein2	17.5
233	protein3	10.5
234	protein1	35.1
234	protein2	17.5
234	protein3	10.5
235	protein1	35.25
235	protein2	17.5
235	protein3	10.5
236	protein1	35.4
236	protein2	17.5
236	protein3	10.5
237	protein1	35.55
237	protein2	17.5
237	protein3	10.5
238	protein1	35.699999999999996
238	protein2	17.5
238	protein3	10.5
239	protein1	35.85
239	protein2	17.5
239	protein3	10.5
240	protein1	36.0
240	protein2	17.5
240	protein3	10.5
241	protein1	36.15
241	protein2	17.5
241	protein3	10.5
242	protein1	36.3
242	protein2	17.5
242	protein3	10.5
243	protein1	36.449999999999996
243	protein2	17.5
243	protein3	10.5
244	protein1	36.6
244	protein2	17.5
244	protein3	10.5
245	protein1	36.75
245	protein2	17.5
245	protein3	10.5
246	protein1	36.9
246	protein2	17.5
246	protein3	10.5
247	protein1	37.05
247	protein2	17.5
247	protein3	10.5
248	protein1	37.199999999999996
248	protein2	17.5
248	protein3	10.5
249	protein1	37.35
249	protein2	17.5
249	protein3	10.5
250	protein1	37.5
250	protein2	17.5
250	protein3	10.5
251	protein1	37.65
251	protein2	17.5
251	protein3	10.5
252	protein1	37.8
252	protein2	17.5
252	protein3	10.5
253	protein1	37.949999999999996
253	protein2	17.5
253	protein3	10.5
254	protein1	38.1
254	protein2	17.5
254	protein3	10.5
255	protein1	38.25
255	protein2	17.5
255	protein3	10.5
256	protein1	38.4
256	protein2	17.5
256	protein3	10.5
257	protein1	38.55
257	protein2	17.5
257	protein3	10.5
258	protein1	38.699999999999996
258	protein2	17.5
258	protein3	10.5
259	protein1	38.85
259	protein2	17.5
259	protein3	10.5
260	protein1	39.0
260	protein2	17.5
260	protein3	10.5
261	protein1	39.15
261	protein2	17.5
261	protein3	10.5
262	protein1	39.3
262	protein2	17.5
262	protein3	10.5
263	protein1	39.449999999999996
263	protein2	17.5
263	protein3	10.5
264	protein1	39.6
264	protein2	17.5
264	protein3	10.5
265	protein1	39.75
265	protein2	17.5
265	protein3	10.5
266	protein1	39.9
266	protein2	17.5
266	protein3	10.5
267	protein1	40.05
267	protein2	17.5
267	protein3	10.5
268	protein1	40.199999999999996
268	protein2	17.5
268	protein3	10.5
269	protein1	40.35
269	protein2	17.5
269	protein3	10.5
270	protein1	40.5
270	protein2	17.5
270	protein3	10.5
271	protein1	40.65
271	protein2	17.5
271	protein3	10.5
272	protein1	40.8
272	protein2	17.5
272	protein3	10.5
273	protein1	40.949999999999996
273	protein2	17.5
273	protein3	10.5
274	protein1	41.1
274	protein2	17.5
274	protein3	10.5
275	protein1	41.25
275	protein2	17.5
275	protein3	10.5
276	protein1	41.4
276	protein2	17.5
276	protein3	10.5
277	protein1	41.55
277	protein2	17.5
277	protein3	10.5
278	protein1	41.699999999999996
278	protein2	17.5
278	protein3	10.5
279	protein1	41.85
279	protein2	17.5
279	protein3	10.5
280	protein1	42.0
280	protein2	17.5
280	protein3	10.5
281	protein1	42.15
281	protein2	17.5
281	protein3	10.5
282	protein1	42.3
282	protein2	17.5
282	protein3	10.5
283	protein1	42.449999999999996
283	protein2	17.5
283	protein3	10.5
284	protein1	42.6
284	protein2	17.5
284	protein3	10.5
285	protein1	42.75
285	protein2	17.5
285	protein3	10.5
286	protein1	42.9
286	protein2	17.5
286	protein3	10.5
287	protein1	43.05
287	protein2	17.5
287	protein3	10.5
288	protein1	43.199999999999996
288	protein2	17.5
288	protein3	10.5
289	protein1	43.35
289	protein2	17.5
289	protein3	10.5
290	protein1	43.5
290	protein2	17.5
290	protein3	10.5
291	protein1	43.65
291	protein2	17.5
291	protein3	10.5
292	protein1	43.8
292	protein2	17.5
292	protein3	10.5
293	protein1	43.949999999999996
293	protein2	17.5
293	protein3	10.5
294	protein1	44.1
294	protein2	17.5
294	protein3	10.5
295	protein1	44.25
295	protein2	17.5
295	protein3	10.5
296	protein1	44.4
296	protein2	17.5
296	protein3	10.5
297	protein1	44.55
297	protein2	17.5
297	protein3	10.5
298	protein1	44.699999999999996
298	protein2	17.5
298	protein3	10.5
299	protein1	44.85
299	protein2	17.5
299	protein3	10.5
300	protein1	45.0
300	protein2	17.5
300	protein3	10.5
