time	species	transcript
105	protein1	3.15
105	protein2	12.6
105	protein3	7.3500000000000005
106	protein1	3.1799999999999997
106	protein2	12.719999999999999
106	protein3	7.420000000000001
107	protein1	3.21
107	protein2	12.84
107	protein3	7.490000000000001
108	protein1	3.2399999999999998
108	protein2	12.959999999999999
108	protein3	7.5600000000000005
109	protein1	3.27
109	protein2	13.08
109	protein3	7.630000000000001
110	protein1	3.3
110	protein2	13.2
110	protein3	7.700000000000001
111	protein1	3.33
111	protein2	13.32
111	protein3	7.7700000000000005
112	protein1	3.36
112	protein2	13.44
112	protein3	7.840000000000001
113	protein1	3.3899999999999997
113	protein2	13.559999999999999
113	protein3	7.910000000000001
114	protein1	3.42
114	protein2	13.68
114	protein3	7.98
115	protein1	3.4499999999999997
115	protein2	13.799999999999999
115	protein3	8.05
116	protein1	3.48
116	protein2	13.92
116	protein3	8.120000000000001
117	protein1	3.51
117	protein2	14.04
117	protein3	8.190000000000001
118	protein1	3.54
118	protein2	14.16
118	protein3	8.260000000000002
119	protein1	3.57
119	protein2	14.28
119	protein3	8.33
120	protein1	3.5999999999999996
120	protein2	14.399999999999999
120	protein3	8.4
121	protein1	3.63
121	protein2	14.52
121	protein3	8.47
122	protein1	3.6599999999999997
122	protein2	14.639999999999999
122	protein3	8.540000000000001
123	protein1	3.69
123	protein2	14.76
123	protein3	8.610000000000001
124	protein1	3.7199999999999998
124	protein2	14.879999999999999
124	protein3	8.680000000000001
125	protein1	3.75
125	protein2	15.0
125	protein3	8.75
126	protein1	3.78
126	protein2	15.12
126	protein3	8.82
127	protein1	3.81
127	protein2	15.24
127	protein3	8.89
128	protein1	3.84
128	protein2	15.36
128	protein3	8.96
129	protein1	3.8699999999999997
129	protein2	15.479999999999999
129	protein3	9.030000000000001
130	protein1	3.9
130	protein2	15.6
130	protein3	9.100000000000001
131	protein1	3.9299999999999997
131	protein2	15.719999999999999
131	protein3	9.170000000000002
132	protein1	3.96
132	protein2	15.84
132	protein3	9.24
133	protein1	3.9899999999999998
133	protein2	15.959999999999999
133	protein3	9.31
134	protein1	4.02
134	protein2	16.08
134	protein3	9.38
135	protein1	4.05
135	protein2	16.2
135	protein3	9.450000000000001
136	protein1	4.08
136	protein2	16.32
136	protein3	9.520000000000001
137	protein1	4.109999999999999
137	protein2	16.439999999999998
137	protein3	9.590000000000002
138	protein1	4.14
138	protein2	16.56
138	protein3	9.66
139	protein1	4.17
139	protein2	16.68
139	protein3	9.73
140	protein1	4.2
140	protein2	16.8
140	protein3	9.8
141	protein1	4.2299999999999995
141	protein2	16.919999999999998
141	protein3	9.870000000000001
142	protein1	4.26
142	protein2	17.04
142	protein3	9.940000000000001
143	protein1	4.29
143	protein2	17.16
143	protein3	10.010000000000002
144	protein1	4.32
144	protein2	17.28
144	protein3	10.080000000000002
145	protein1	4.35
145	protein2	17.4
145	protein3	10.15
146	protein1	4.38
146	protein2	17.52
146	protein3	10.22
147	protein1	4.41
147	protein2	17.64
147	protein3	10.290000000000001
148	protein1	4.4399999999999995
148	protein2	17.759999999999998
148	protein3	10.360000000000001
149	protein1	4.47
149	protein2	17.88
149	protein3	10.430000000000001
150	protein1	4.5
150	protein2	18.0
150	protein3	10.500000000000002
151	protein1	4.53
151	protein2	18.12
151	protein3	10.57
152	protein1	4.56
152	protein2	18.24
152	protein3	10.64
153	protein1	4.59
153	protein2	18.36
153	protein3	10.71
154	protein1	4.62
154	protein2	18.48
154	protein3	10.780000000000001
155	protein1	4.6499999999999995
155	protein2	18.599999999999998
155	protein3	10.850000000000001
156	protein1	4.68
156	protein2	18.72
156	protein3	10.920000000000002
157	protein1	4.71
157	protein2	18.84
157	protein3	10.99
158	protein1	4.74
158	protein2	18.96
158	protein3	11.06
159	protein1	4.77
159	protein2	19.08
159	protein3	11.13
160	protein1	4.8
160	protein2	19.2
160	protein3	11.200000000000001
161	protein1	4.83
161	protein2	19.32
161	protein3	11.270000000000001
162	protein1	4.859999999999999
162	protein2	19.439999999999998
162	protein3	11.340000000000002
163	protein1	4.89
163	protein2	19.56
163	protein3	11.410000000000002
164	protein1	4.92
164	protein2	19.68
164	protein3	11.48
165	protein1	4.95
165	protein2	19.8
165	protein3	11.55
166	protein1	4.9799999999999995
166	protein2	19.919999999999998
166	protein3	11.620000000000001
167	protein1	5.01
167	protein2	20.04
167	protein3	11.690000000000001
168	protein1	5.04
168	protein2	20.16
168	protein3	11.760000000000002
169	protein1	5.069999999999999
169	protein2	20.279999999999998
169	protein3	11.830000000000002
170	protein1	5.1
170	protein2	20.4
170	protein3	11.9
171	protein1	5.13
171	protein2	20.52
171	protein3	11.97
172	protein1	5.16
172	protein2	20.64
172	protein3	12.040000000000001
173	protein1	5.1899999999999995
173	protein2	20.759999999999998
173	protein3	12.110000000000001
174	protein1	5.22
174	protein2	20.88
174	protein3	12.180000000000001
175	protein1	5.25
175	protein2	21.0
175	protein3	12.250000000000002
176	protein1	5.279999999999999
176	protein2	21.119999999999997
176	protein3	12.32
177	protein1	5.31
177	protein2	21.24
177	protein3	12.39
178	protein1	5.34
178	protein2	21.36
178	protein3	12.46
179	protein1	5.37
179	protein2	21.48
179	protein3	12.530000000000001
180	protein1	5.3999999999999995
180	protein2	21.599999999999998
180	protein3	12.600000000000001
181	protein1	5.43
181	protein2	21.72
181	protein3	12.670000000000002
182	protein1	5.46
182	protein2	21.84
182	protein3	12.740000000000002
183	protein1	5.49
183	protein2	21.96
183	protein3	12.81
184	protein1	5.52
184	protein2	22.08
184	protein3	12.88
185	protein1	5.55
185	protein2	22.2
185	protein3	12.950000000000001
186	protein1	5.58
186	protein2	22.32
186	protein3	13.020000000000001
187	protein1	5.609999999999999
187	protein2	22.439999999999998
187	protein3	13.090000000000002
188	protein1	5.64
188	protein2	22.56
188	protein3	13.160000000000002
189	protein1	5.67
189	protein2	22.68
189	protein3	13.23
190	protein1	5.7
190	protein2	22.8
190	protein3	13.3
191	protein1	5.7299999999999995
191	protein2	22.919999999999998
191	protein3	13.370000000000001
192	protein1	5.76
192	protein2	23.04
192	protein3	13.440000000000001
193	protein1	5.79
193	protein2	23.16
193	protein3	13.510000000000002
194	protein1	5.819999999999999
194	protein2	23.279999999999998
194	protein3	13.580000000000002
195	protein1	5.85
195	protein2	23.4
195	protein3	13.650000000000002
196	protein1	5.88
196	protein2	23.52
196	protein3	13.72
197	protein1	5.91
197	protein2	23.64
197	protein3	13.790000000000001
198	protein1	5.9399999999999995
198	protein2	23.759999999999998
198	protein3	13.860000000000001
199	protein1	5.97
199	protein2	23.88
199	protein3	13.930000000000001
200	protein1	6.0
200	protein2	24.0
200	protein3	14.000000000000002
201	protein1	6.029999999999999
201	protein2	24.119999999999997
201	protein3	14.070000000000002
202	protein1	6.06
202	protein2	24.24
202	protein3	14.14
203	protein1	6.09
203	protein2	24.36
203	protein3	14.21
204	protein1	6.12
204	protein2	24.48
204	protein3	14.280000000000001
205	protein1	6.1499999999999995
205	protein2	24.599999999999998
205	protein3	14.350000000000001
206	protein1	6.18
206	protein2	24.72
206	protein3	14.420000000000002
207	protein1	6.21
207	protein2	24.84
207	protein3	14.490000000000002
208	protein1	6.24
208	protein2	24.96
208	protein3	14.560000000000002
209	protein1	6.27
209	protein2	25.08
209	protein3	14.63
210	protein1	6.3
210	protein2	25.2
210	protein3	14.700000000000001
211	protein1	6.33
211	protein2	25.32
211	protein3	14.770000000000001
212	protein1	6.359999999999999
212	protein2	25.439999999999998
212	protein3	14.840000000000002
213	protein1	6.39
213	protein2	25.56
213	protein3	14.910000000000002
214	protein1	6.42
214	protein2	25.68
214	protein3	14.980000000000002
215	protein1	6.45
215	protein2	25.8
215	protein3	15.05
216	protein1	6.4799999999999995
216	protein2	25.919999999999998
216	protein3	15.120000000000001
217	protein1	6.51
217	protein2	26.04
217	protein3	15.190000000000001
218	protein1	6.54
218	protein2	26.16
218	protein3	15.260000000000002
219	protein1	6.569999999999999
219	protein2	26.279999999999998
219	protein3	15.330000000000002
220	protein1	6.6
220	protein2	26.4
220	protein3	15.400000000000002
221	protein1	6.63
221	protein2	26.52
221	protein3	15.47
222	protein1	6.66
222	protein2	26.64
222	protein3	15.540000000000001
223	protein1	6.6899999999999995
223	protein2	26.759999999999998
223	protein3	15.610000000000001
224	protein1	6.72
224	protein2	26.88
224	protein3	15.680000000000001
225	protein1	6.75
225	protein2	27.0
225	protein3	15.750000000000002
226	protein1	6.779999999999999
226	protein2	27.119999999999997
226	protein3	15.820000000000002
227	protein1	6.81
227	protein2	27.24
227	protein3	15.890000000000002
228	protein1	6.84
228	protein2	27.36
228	protein3	15.96
229	protein1	6.87
229	protein2	27.48
229	protein3	16.03
230	protein1	6.8999999999999995
230	protein2	27.599999999999998
230	protein3	16.1
231	protein1	6.93
231	protein2	27.72
231	protein3	16.17
232	protein1	6.96
232	protein2	27.84
232	protein3	16.240000000000002
233	protein1	6.989999999999999
233	protein2	27.959999999999997
233	protein3	16.310000000000002
234	protein1	7.02
234	protein2	28.08
234	protein3	16.380000000000003
235	protein1	7.05
235	protein2	28.2
235	protein3	16.450000000000003
236	protein1	7.08
236	protein2	28.32
236	protein3	16.520000000000003
237	protein1	7.109999999999999
237	protein2	28.439999999999998
237	protein3	16.59
238	protein1	7.14
238	protein2	28.56
238	protein3	16.66
239	protein1	7.17
239	protein2	28.68
239	protein3	16.73
240	protein1	7.199999999999999
240	protein2	28.799999999999997
240	protein3	16.8
241	protein1	7.2299999999999995
241	protein2	28.919999999999998
241	protein3	16.87
242	protein1	7.26
242	protein2	29.04
242	protein3	16.94
243	protein1	7.29
243	protein2	29.16
243	protein3	17.01
244	protein1	7.319999999999999
244	protein2	29.279999999999998
244	protein3	17.080000000000002
245	protein1	7.35
245	protein2	29.4
245	protein3	17.150000000000002
246	protein1	7.38
246	protein2	29.52
246	protein3	17.220000000000002
247	protein1	7.41
247	protein2	29.64
247	protein3	17.290000000000003
248	protein1	7.4399999999999995
248	protein2	29.759999999999998
248	protein3	17.360000000000003
249	protein1	7.47
249	protein2	29.88
249	protein3	17.430000000000003
250	protein1	7.5
250	protein2	30.0
250	protein3	17.5
251	protein1	7.529999999999999
251	protein2	30.119999999999997
251	protein3	17.57
252	protein1	7.56
252	protein2	30.24
252	protein3	17.64
253	protein1	7.59
253	protein2	30.36
253	protein3	17.71
254	protein1	7.62
254	protein2	30.48
254	protein3	17.78
255	protein1	7.6499999999999995
255	protein2	30.599999999999998
255	protein3	17.85
256	protein1	7.68
256	protein2	30.72
256	protein3	17.92
257	protein1	7.71
257	protein2	30.84
257	protein3	17.990000000000002
258	protein1	7.739999999999999
258	protein2	30.959999999999997
258	protein3	18.060000000000002
259	protein1	7.77
259	protein2	31.08
259	protein3	18.130000000000003
260	protein1	7.8
260	protein2	31.2
260	protein3	18.200000000000003
261	protein1	7.83
261	protein2	31.32
261	protein3	18.270000000000003
262	protein1	7.859999999999999
262	protein2	31.439999999999998
262	protein3	18.340000000000003
263	protein1	7.89
263	protein2	31.56
263	protein3	18.41
264	protein1	7.92
264	protein2	31.68
264	protein3	18.48
265	protein1	7.949999999999999
265	protein2	31.799999999999997
265	protein3	18.55
266	protein1	7.9799999999999995
266	protein2	31.919999999999998
266	protein3	18.62
267	protein1	8.01
267	protein2	32.04
267	protein3	18.69
268	protein1	8.04
268	protein2	32.16
268	protein3	18.76
269	protein1	8.07
269	protein2	32.28
269	protein3	18.830000000000002
270	protein1	8.1
270	protein2	32.4
270	protein3	18.900000000000002
271	protein1	8.129999999999999
271	protein2	32.519999999999996
271	protein3	18.970000000000002
272	protein1	8.16
272	protein2	32.64
272	protein3	19.040000000000003
273	protein1	8.19
273	protein2	32.76
273	protein3	19.110000000000003
274	protein1	8.219999999999999
274	protein2	32.879999999999995
274	protein3	19.180000000000003
275	protein1	8.25
275	protein2	33.0
275	protein3	19.250000000000004
276	protein1	8.28
276	protein2	33.12
276	protein3	19.32
277	protein1	8.31
277	protein2	33.24
277	protein3	19.39
278	protein1	8.34
278	protein2	33.36
278	protein3	19.46
279	protein1	8.37
279	protein2	33.48
279	protein3	19.53
280	protein1	8.4
280	protein2	33.6
280	protein3	19.6
281	protein1	8.43
281	protein2	33.72
281	protein3	19.67
282	protein1	8.459999999999999
282	protein2	33.839999999999996
282	protein3	19.740000000000002
283	protein1	8.49
283	protein2	33.96
283	protein3	19.810000000000002
284	protein1	8.52
284	protein2	34.08
284	protein3	19.880000000000003
285	protein1	8.549999999999999
285	protein2	34.199999999999996
285	protein3	19.950000000000003
286	protein1	8.58
286	protein2	34.32
286	protein3	20.020000000000003
287	protein1	8.61
287	protein2	34.44
287	protein3	20.090000000000003
288	protein1	8.64
288	protein2	34.56
288	protein3	20.160000000000004
289	protein1	8.67
289	protein2	34.68
289	protein3	20.23
290	protein1	8.7
290	protein2	34.8
290	protein3	20.3
291	protein1	8.73
291	protein2	34.92
291	protein3	20.37
292	protein1	8.76
292	protein2	35.04
292	protein3	20.44
293	protein1	8.79
293	protein2	35.16
293	protein3	20.51
294	protein1	8.82
294	protein2	35.28
294	protein3	20.580000000000002
295	protein1	8.85
295	protein2	35.4
295	protein3	20.650000000000002
296	protein1	8.879999999999999
296	protein2	35.519999999999996
296	protein3	20.720000000000002
297	protein1	8.91
297	protein2	35.64
297	protein3	20.790000000000003
298	protein1	8.94
298	protein2	35.76
298	protein3	20.860000000000003
299	protein1	8.969999999999999
299	protein2	35.879999999999995
299	protein3	20.930000000000003
300	protein1	9.0
300	protein2	36.0
300	protein3	21.000000000000004
