time	species	transcript
45	protein2	2.7
46	protein1	6.9
46	protein3	4.6
46	protein2	2.76
47	protein1	7.05
47	protein3	4.7
47	protein2	2.82
48	protein1	7.2
48	protein3	4.8
48	protein2	2.88
49	protein1	7.35
49	protein3	4.9
49	protein2	2.94
50	protein1	7.5
50	protein3	5
50	protein2	3
51	protein1	7.65
51	protein3	5.1
51	protein2	3.06
52	protein1	7.8
52	protein3	5.2
52	protein2	3.12
53	protein1	7.95
53	protein3	5.3
53	protein2	3.18
54	protein1	8.1
54	protein3	5.4
54	protein2	3.24
55	protein1	8.25
55	protein3	5.5
55	protein2	3.3
56	protein1	8.4
56	protein3	5.6
56	protein2	3.36
57	protein1	8.55
57	protein3	5.7
57	protein2	3.42
58	protein1	8.7
58	protein3	5.8
58	protein2	3.48
59	protein1	8.85
59	protein3	5.9
59	protein2	3.54
60	protein1	9
60	protein3	6
60	protein2	3.6
61	protein1	9.15
61	protein3	6.1
61	protein2	3.66
62	protein1	9.3
62	protein3	6.2
62	protein2	3.72
63	protein1	9.45
63	protein3	6.3
63	protein2	3.78
64	protein1	9.6
64	protein3	6.4
64	protein2	3.84
65	protein1	9.75
65	protein3	6.5
65	protein2	3.9
66	protein1	9.9
66	protein3	6.6
66	protein2	3.96
67	protein1	10.05
67	protein3	6.7
67	protein2	4.02
68	protein1	10.2
68	protein3	6.8
68	protein2	4.08
69	protein1	10.35
69	protein3	6.9
69	protein2	4.14
70	protein1	10.5
70	protein3	7
70	protein2	4.2
71	protein1	10.65
71	protein3	7.1
71	protein2	4.26
72	protein1	10.8
72	protein3	7.2
72	protein2	4.32
73	protein1	10.95
73	protein3	7.3
73	protein2	4.38
74	protein1	11.1
74	protein3	7.4
74	protein2	4.44
75	protein1	11.25
75	protein3	7.5
75	protein2	4.5
76	protein1	11.4
76	protein3	7.6
76	protein2	4.56
77	protein1	11.55
77	protein3	7.7
77	protein2	4.62
78	protein1	11.7
78	protein3	7.8
78	protein2	4.68
79	protein1	11.85
79	protein3	7.9
79	protein2	4.74
80	protein1	12
80	protein3	8
80	protein2	4.8
81	protein1	12.15
81	protein3	8.1
81	protein2	4.86
82	protein1	12.3
82	protein3	8.2
82	protein2	4.92
83	protein1	12.45
83	protein3	8.3
83	protein2	4.98
84	protein1	12.6
84	protein3	8.4
84	protein2	5.04
85	protein1	12.75
85	protein3	8.5
85	protein2	5.1
86	protein1	12.9
86	protein3	8.6
86	protein2	5.16
87	protein1	13.05
87	protein3	8.7
87	protein2	5.22
88	protein1	13.2
88	protein3	8.8
88	protein2	5.28
89	protein1	13.35
89	protein3	8.9
89	protein2	5.34
90	protein1	13.5
90	protein3	9
90	protein2	5.4
91	protein1	13.65
91	protein3	9.1
91	protein2	5.46
92	protein1	13.8
92	protein3	9.2
92	protein2	5.52
93	protein1	13.95
93	protein3	9.3
93	protein2	5.58
94	protein1	14.1
94	protein3	9.4
94	protein2	5.64
95	protein1	14.25
95	protein3	9.5
95	protein2	5.7
96	protein1	14.4
96	protein3	9.6
96	protein2	5.76
97	protein1	14.55
97	protein3	9.7
97	protein2	5.82
98	protein1	14.7
98	protein3	9.8
98	protein2	5.88
99	protein1	14.85
99	protein3	9.9
99	protein2	5.94
100	protein1	15
100	protein3	10
100	protein2	6
101	protein1	15.15
101	protein3	10.1
101	protein2	6.06
102	protein1	15.3
102	protein3	10.2
102	protein2	6.12
103	protein1	15.45
103	protein3	10.3
103	protein2	6.18
104	protein1	15.6
104	protein3	10.4
104	protein2	6.24
105	protein1	15.75
105	protein3	10.5
105	protein2	6.3
106	protein1	15.9
106	protein3	10.6
106	protein2	6.36
107	protein1	16.05
107	protein3	10.7
107	protein2	6.42
108	protein1	16.2
108	protein3	10.8
108	protein2	6.48
109	protein1	16.35
109	protein3	10.9
109	protein2	6.54
110	protein1	16.5
110	protein3	11
110	protein2	6.6
111	protein1	16.65
111	protein3	11.1
111	protein2	6.66
112	protein1	16.8
112	protein3	11.2
112	protein2	6.72
113	protein1	16.95
113	protein3	11.3
113	protein2	6.78
114	protein1	17.1
114	protein3	11.4
114	protein2	6.84
115	protein1	17.25
115	protein3	11.5
115	protein2	6.9
116	protein1	17.4
116	protein3	11.6
116	protein2	6.96
117	protein1	17.55
117	protein3	11.7
117	protein2	7.02
118	protein1	17.7
118	protein3	11.8
118	protein2	7.08
119	protein1	17.85
119	protein3	11.9
119	protein2	7.14
120	protein1	18
120	protein3	12
120	protein2	7.2
121	protein1	18.15
121	protein3	12.1
121	protein2	7.26
122	protein1	18.3
122	protein3	12.2
122	protein2	7.32
123	protein1	18.45
123	protein3	12.3
123	protein2	7.38
124	protein1	18.6
124	protein3	12.4
124	protein2	7.44
125	protein1	18.75
125	protein3	12.5
125	protein2	7.5
126	protein1	18.9
126	protein3	12.6
126	protein2	7.56
127	protein1	19.05
127	protein3	12.7
127	protein2	7.62
128	protein1	19.2
128	protein3	12.8
128	protein2	7.68
129	protein1	19.35
129	protein3	12.9
129	protein2	7.74
130	protein1	19.5
130	protein3	13
130	protein2	7.8
131	protein1	19.65
131	protein3	13.1
131	protein2	7.86
132	protein1	19.8
132	protein3	13.2
132	protein2	7.92
133	protein1	19.95
133	protein3	13.3
133	protein2	7.98
134	protein1	20.1
134	protein3	13.4
134	protein2	8.04
135	protein1	20.25
135	protein3	13.5
135	protein2	8.1
136	protein1	20.4
136	protein3	13.6
136	protein2	8.16
137	protein1	20.55
137	protein3	13.7
137	protein2	8.22
138	protein1	20.7
138	protein3	13.8
138	protein2	8.28
139	protein1	20.85
139	protein3	13.9
139	protein2	8.34
140	protein1	21
140	protein3	14
140	protein2	8.4
141	protein1	21.15
141	protein3	14.1
141	protein2	8.46
142	protein1	21.3
142	protein3	14.2
142	protein2	8.52
143	protein1	21.45
143	protein3	14.3
143	protein2	8.58
144	protein1	21.6
144	protein3	14.4
144	protein2	8.64
145	protein1	21.75
145	protein3	14.5
145	protein2	8.7
146	protein1	21.9
146	protein3	14.6
146	protein2	8.76
147	protein1	22.05
147	protein3	14.7
147	protein2	8.82
148	protein1	22.2
148	protein3	14.8
148	protein2	8.88
149	protein1	22.35
149	protein3	14.9
149	protein2	8.94
150	protein1	22.5
150	protein3	15
150	protein2	9
151	protein1	22.65
151	protein3	15.1
151	protein2	9.06
152	protein1	22.8
152	protein3	15.2
152	protein2	9.12
153	protein1	22.95
153	protein3	15.3
153	protein2	9.18
154	protein1	23.1
154	protein3	15.4
154	protein2	9.24
155	protein1	23.25
155	protein3	15.5
155	protein2	9.3
156	protein1	23.4
156	protein3	15.6
156	protein2	9.36
157	protein1	23.55
157	protein3	15.7
157	protein2	9.42
158	protein1	23.7
158	protein3	15.8
158	protein2	9.48
159	protein1	23.85
159	protein3	15.9
159	protein2	9.54
160	protein1	24
160	protein3	16
160	protein2	9.6
161	protein1	24.15
161	protein3	16.1
161	protein2	9.66
162	protein1	24.3
162	protein3	16.2
162	protein2	9.72
163	protein1	24.45
163	protein3	16.3
163	protein2	9.78
164	protein1	24.6
164	protein3	16.4
164	protein2	9.84
165	protein1	24.75
165	protein3	16.5
165	protein2	9.9
166	protein1	24.9
166	protein3	16.6
166	protein2	9.96
167	protein1	25.05
167	protein3	16.7
167	protein2	10.02
168	protein1	25.2
168	protein3	16.8
168	protein2	10.08
169	protein1	25.35
169	protein3	16.9
169	protein2	10.14
170	protein1	25.5
170	protein3	17
170	protein2	10.2
171	protein1	25.65
171	protein3	17.1
171	protein2	10.26
172	protein1	25.8
172	protein3	17.2
172	protein2	10.32
173	protein1	25.95
173	protein3	17.3
173	protein2	10.38
174	protein1	26.1
174	protein3	17.4
174	protein2	10.44
175	protein1	26.25
175	protein3	17.5
175	protein2	10.5
176	protein1	26.4
176	protein3	17.5
176	protein2	10.5
177	protein1	26.55
177	protein3	17.5
177	protein2	10.5
178	protein1	26.7
178	protein3	17.5
178	protein2	10.5
179	protein1	26.85
179	protein3	17.5
179	protein2	10.5
180	protein1	27
180	protein3	17.5
180	protein2	10.5
181	protein1	27.15
181	protein3	17.5
181	protein2	10.5
182	protein1	27.3
182	protein3	17.5
182	protein2	10.5
183	protein1	27.45
183	protein3	17.5
183	protein2	10.5
184	protein1	27.6
184	protein3	17.5
184	protein2	10.5
185	protein1	27.75
185	protein3	17.5
185	protein2	10.5
186	protein1	27.9
186	protein3	17.5
186	protein2	10.5
187	protein1	28.05
187	protein3	17.5
187	protein2	10.5
188	protein1	28.2
188	protein3	17.5
188	protein2	10.5
189	protein1	28.35
189	protein3	17.5
189	protein2	10.5
190	protein1	28.5
190	protein3	17.5
190	protein2	10.5
191	protein1	28.65
191	protein3	17.5
191	protein2	10.5
192	protein1	28.8
192	protein3	17.5
192	protein2	10.5
193	protein1	28.95
193	protein3	17.5
193	protein2	10.5
194	protein1	29.1
194	protein3	17.5
194	protein2	10.5
195	protein1	29.25
195	protein3	17.5
195	protein2	10.5
196	protein1	29.4
196	protein3	17.5
196	protein2	10.5
197	protein1	29.55
197	protein3	17.5
197	protein2	10.5
198	protein1	29.7
198	protein3	17.5
198	protein2	10.5
199	protein1	29.85
199	protein3	17.5
199	protein2	10.5
200	protein1	30
200	protein3	17.5
200	protein2	10.5
201	protein1	30.15
201	protein3	17.5
201	protein2	10.5
202	protein1	30.3
202	protein3	17.5
202	protein2	10.5
203	protein1	30.45
203	protein3	17.5
203	protein2	10.5
204	protein1	30.6
204	protein3	17.5
204	protein2	10.5
205	protein1	30.75
205	protein3	17.5
205	protein2	10.5
206	protein1	30.9
206	protein3	17.5
206	protein2	10.5
207	protein1	31.05
207	protein3	17.5
207	protein2	10.5
208	protein1	31.2
208	protein3	17.5
208	protein2	10.5
209	protein1	31.35
209	protein3	17.5
209	protein2	10.5
210	protein1	31.5
210	protein3	17.5
210	protein2	10.5
211	protein1	31.65
211	protein3	17.5
211	protein2	10.5
212	protein1	31.8
212	protein3	17.5
212	protein2	10.5
213	protein1	31.95
213	protein3	17.5
213	protein2	10.5
214	protein1	32.1
214	protein3	17.5
214	protein2	10.5
215	protein1	32.25
215	protein3	17.5
215	protein2	10.5
216	protein1	32.4
216	protein3	17.5
216	protein2	10.5
217	protein1	32.55
217	protein3	17.5
217	protein2	10.5
218	protein1	32.7
218	protein3	17.5
218	protein2	10.5
219	protein1	32.85
219	protein3	17.5
219	protein2	10.5
220	protein1	33
220	protein3	17.5
220	protein2	10.5
221	protein1	33.15
221	protein3	17.5
221	protein2	10.5
222	protein1	33.3
222	protein3	17.5
222	protein2	10.5
223	protein1	33.45
223	protein3	17.5
223	protein2	10.5
224	protein1	33.6
224	protein3	17.5
224	protein2	10.5
225	protein1	33.75
225	protein3	17.5
225	protein2	10.5
226	protein1	33.9
226	protein3	17.5
226	protein2	10.5
227	protein1	34.05
227	protein3	17.5
227	protein2	10.5
228	protein1	34.2
228	protein3	17.5
228	protein2	10.5
229	protein1	34.35
229	protein3	17.5
229	protein2	10.5
230	protein1	34.5
230	protein3	17.5
230	protein2	10.5
231	protein1	34.65
231	protein3	17.5
231	protein2	10.5
232	protein1	34.8
232	protein3	17.5
232	protein2	10.5
233	protein1	34.95
233	protein3	17.5
233	protein2	10.5
234	protein1	35.1
234	protein3	17.5
234	protein2	10.5
235	protein1	35.25
235	protein3	17.5
235	protein2	10.5
236	protein1	35.4
236	protein3	17.5
236	protein2	10.5
237	protein1	35.55
237	protein3	17.5
237	protein2	10.5
238	protein1	35.7
238	protein3	17.5
238	protein2	10.5
239	protein1	35.85
239	protein3	17.5
239	protein2	10.5
240	protein1	36
240	protein3	17.5
240	protein2	10.5
241	protein1	36.15
241	protein3	17.5
241	protein2	10.5
242	protein1	36.3
242	protein3	17.5
242	protein2	10.5
243	protein1	36.45
243	protein3	17.5
243	protein2	10.5
244	protein1	36.6
244	protein3	17.5
244	protein2	10.5
245	protein1	36.75
245	protein3	17.5
245	protein2	10.5
246	protein1	36.9
246	protein3	17.5
246	protein2	10.5
247	protein1	37.05
247	protein3	17.5
247	protein2	10.5
248	protein1	37.2
248	protein3	17.5
248	protein2	10.5
249	protein1	37.35
249	protein3	17.5
249	protein2	10.5
250	protein1	37.5
250	protein3	17.5
250	protein2	10.5
251	protein1	37.65
251	protein3	17.5
251	protein2	10.5
252	protein1	37.8
252	protein3	17.5
252	protein2	10.5
253	protein1	37.95
253	protein3	17.5
253	protein2	10.5
254	protein1	38.1
254	protein3	17.5
254	protein2	10.5
255	protein1	38.25
255	protein3	17.5
255	protein2	10.5
256	protein1	38.4
256	protein3	17.5
256	protein2	10.5
257	protein1	38.55
257	protein3	17.5
257	protein2	10.5
258	protein1	38.7
258	protein3	17.5
258	protein2	10.5
259	protein1	38.85
259	protein3	17.5
259	protein2	10.5
260	protein1	39
260	protein3	17.5
260	protein2	10.5
261	protein1	39.15
261	protein3	17.5
261	protein2	10.5
262	protein1	39.3
262	protein3	17.5
262	protein2	10.5
263	protein1	39.45
263	protein3	17.5
263	protein2	10.5
264	protein1	39.6
264	protein3	17.5
264	protein2	10.5
265	protein1	39.75
265	protein3	17.5
265	protein2	10.5
266	protein1	39.9
266	protein3	17.5
266	protein2	10.5
267	protein1	40.05
267	protein3	17.5
267	protein2	10.5
268	protein1	40.2
268	protein3	17.5
268	protein2	10.5
269	protein1	40.35
269	protein3	17.5
269	protein2	10.5
270	protein1	40.5
270	protein3	17.5
270	protein2	10.5
271	protein1	40.65
271	protein3	17.5
271	protein2	10.5
272	protein1	40.8
272	protein3	17.5
272	protein2	10.5
273	protein1	40.95
273	protein3	17.5
273	protein2	10.5
274	protein1	41.1
274	protein3	17.5
274	protein2	10.5
275	protein1	41.25
275	protein3	17.5
275	protein2	10.5
276	protein1	41.4
276	protein3	17.5
276	protein2	10.5
277	protein1	41.55
277	protein3	17.5
277	protein2	10.5
278	protein1	41.7
278	protein3	17.5
278	protein2	10.5
279	protein1	41.85
279	protein3	17.5
279	protein2	10.5
280	protein1	42
280	protein3	17.5
280	protein2	10.5
281	protein1	42.15
281	protein3	17.5
281	protein2	10.5
282	protein1	42.3
282	protein3	17.5
282	protein2	10.5
283	protein1	42.45
283	protein3	17.5
283	protein2	10.5
284	protein1	42.6
284	protein3	17.5
284	protein2	10.5
285	protein1	42.75
285	protein3	17.5
285	protein2	10.5
286	protein1	42.9
286	protein3	17.5
286	protein2	10.5
287	protein1	43.05
287	protein3	17.5
287	protein2	10.5
288	protein1	43.2
288	protein3	17.5
288	protein2	10.5
289	protein1	43.35
289	protein3	17.5
289	protein2	10.5
290	protein1	43.5
290	protein3	17.5
290	protein2	10.5
291	protein1	43.65
291	protein3	17.5
291	protein2	10.5
292	protein1	43.8
292	protein3	17.5
292	protein2	10.5
293	protein1	43.95
293	protein3	17.5
293	protein2	10.5
294	protein1	44.1
294	protein3	17.5
294	protein2	10.5
295	protein1	44.25
295	protein3	17.5
295	protein2	10.5
296	protein1	44.4
296	protein3	17.5
296	protein2	10.5
297	protein1	44.55
297	protein3	17.5
297	protein2	10.5
298	protein1	44.7
298	protein3	17.5
298	protein2	10.5
299	protein1	44.85
299	protein3	17.5
299	protein2	10.5
300	protein1	45
300	protein3	17.5
300	protein2	10.5
